idade,trabalha,horas_dia_num,impacto_relacoes,plataforma_mais_usada,horario_pico
36,Sim,2.44,Piorou,Facebook,Noite
54,Sim,2.23,Sem Mudança,YouTube,Tarde
36,Sim,4.16,Sem Mudança,YouTube,Noite
38,Sim,6.11,Sem Mudança,YouTube,Noite
41,Sim,4.64,Melhorou,Facebook,Noite
22,Sim,3.42,Piorou,TikTok,Noite
13,Não,11.69,Melhorou,TikTok,Noite
47,Não,14.46,Sem Mudança,TikTok,Tarde
30,Sim,7.31,Melhorou,TikTok,Noite
12,Não,10.6,Sem Mudança,Instagram,Tarde
18,Sim,3.34,Piorou,YouTube,Noite
52,Não,4.5,Piorou,Facebook,Tarde
10,Não,13.54,Melhorou,Instagram,Noite
16,Não,10.08,Sem Mudança,Facebook,Manhã
25,Sim,9.38,Melhorou,YouTube,Noite
36,Sim,5.73,Melhorou,TikTok,Noite
37,Sim,2.42,Melhorou,Instagram,Noite
51,Não,11.63,Melhorou,TikTok,Manhã
31,Sim,9.04,Sem Mudança,Facebook,Noite
21,Não,11.51,Sem Mudança,TikTok,Tarde
10,Não,10.54,Melhorou,Instagram,Noite
16,Não,8.95,Sem Mudança,YouTube,Manhã
45,Sim,2.29,Piorou,TikTok,Manhã
43,Sim,7.47,Piorou,TikTok,Noite
42,Sim,6.34,Melhorou,Facebook,Noite
31,Sim,9.54,Melhorou,TikTok,Noite
36,Sim,2.32,Sem Mudança,Twitter,Noite
25,Sim,7.31,Sem Mudança,YouTube,Noite
52,Não,12.68,Piorou,Instagram,Manhã
30,Sim,4.78,Piorou,Instagram,Noite
21,Não,11.15,Piorou,TikTok,Noite
44,Sim,2.81,Piorou,YouTube,Noite
11,Não,12.06,Melhorou,Instagram,Noite
32,Sim,6.5,Piorou,TikTok,Noite
54,Sim,5.75,Sem Mudança,YouTube,Manhã
45,Sim,7.5,Sem Mudança,Facebook,Noite
59,Não,8.39,Melhorou,YouTube,Noite
21,Não,10.44,Piorou,Twitter,Noite
25,Sim,5.32,Sem Mudança,Facebook,Noite
26,Sim,2.26,Piorou,YouTube,Noite
12,Não,14.69,Piorou,Facebook,Tarde
47,Não,6.01,Melhorou,Instagram,Noite
37,Sim,4.75,Sem Mudança,Twitter,Noite
23,Sim,1.91,Piorou,Facebook,Noite
13,Não,13.35,Melhorou,TikTok,Noite
31,Sim,7.71,Melhorou,TikTok,Noite
57,Não,6.68,Sem Mudança,Facebook,Tarde
43,Sim,2.74,Melhorou,Facebook,Noite
31,Sim,9.74,Piorou,Instagram,Noite
47,Sim,3.61,Sem Mudança,Facebook,Noite
16,Sim,6.52,Piorou,Instagram,Noite
49,Sim,1.9,Melhorou,Instagram,Noite
41,Não,11.46,Piorou,TikTok,Tarde
41,Sim,7.86,Piorou,YouTube,Tarde
44,Sim,4.42,Melhorou,YouTube,Tarde
47,Não,11.15,Sem Mudança,Facebook,Manhã
41,Não,11.96,Melhorou,Twitter,Manhã
31,Sim,4.34,Sem Mudança,Instagram,Noite
14,Não,10.28,Sem Mudança,YouTube,Manhã
44,Sim,2.98,Piorou,Instagram,Manhã
24,Sim,3.35,Melhorou,Twitter,Noite
45,Não,7.31,Sem Mudança,Instagram,Tarde
28,Sim,7.44,Piorou,Twitter,Noite
23,Sim,7.54,Piorou,YouTube,Noite
26,Sim,6.87,Melhorou,YouTube,Noite
19,Sim,2.49,Piorou,Facebook,Noite
45,Sim,6.52,Sem Mudança,Instagram,Manhã
19,Não,13.14,Melhorou,Twitter,Tarde
58,Não,10.6,Piorou,Instagram,Manhã
45,Não,13.72,Piorou,Twitter,Tarde
31,Sim,4.75,Sem Mudança,TikTok,Noite
20,Sim,5.0,Piorou,YouTube,Noite
15,Não,14.59,Sem Mudança,YouTube,Manhã
49,Não,6.88,Melhorou,Instagram,Tarde
38,Sim,3.75,Melhorou,Instagram,Noite
14,Não,13.15,Melhorou,Facebook,Manhã
27,Sim,7.86,Piorou,TikTok,Noite
34,Sim,5.13,Sem Mudança,Twitter,Noite
54,Não,12.37,Sem Mudança,Twitter,Manhã
18,Não,12.72,Piorou,YouTube,Tarde
15,Não,13.62,Piorou,TikTok,Noite
40,Sim,6.91,Melhorou,YouTube,Noite
24,Sim,7.1,Melhorou,Instagram,Noite
35,Sim,7.28,Melhorou,YouTube,Noite
12,Não,8.11,Melhorou,YouTube,Tarde
23,Sim,3.37,Melhorou,YouTube,Noite
43,Sim,6.8,Melhorou,TikTok,Manhã
36,Sim,1.76,Melhorou,YouTube,Noite
13,Não,13.01,Piorou,Facebook,Noite
42,Sim,3.67,Sem Mudança,Instagram,Noite
28,Sim,1.56,Melhorou,YouTube,Noite
21,Sim,6.56,Sem Mudança,Twitter,Noite
26,Sim,1.59,Sem Mudança,Twitter,Noite
11,Não,14.09,Melhorou,Twitter,Manhã
28,Sim,6.29,Piorou,TikTok,Noite
19,Não,9.96,Melhorou,Twitter,Noite
52,Não,13.57,Piorou,Twitter,Manhã
24,Sim,3.25,Melhorou,TikTok,Noite
35,Sim,4.46,Melhorou,Instagram,Noite
24,Sim,1.75,Melhorou,Instagram,Noite
34,Sim,8.47,Piorou,YouTube,Noite
11,Não,13.23,Sem Mudança,Facebook,Manhã
20,Sim,4.48,Piorou,Facebook,Noite
56,Não,4.61,Piorou,Facebook,Tarde
18,Sim,1.05,Piorou,Facebook,Noite
12,Não,10.0,Sem Mudança,Facebook,Noite
36,Sim,4.79,Sem Mudança,Facebook,Noite
59,Não,14.73,Piorou,Facebook,Tarde
24,Sim,6.23,Piorou,YouTube,Noite
28,Sim,9.47,Melhorou,Twitter,Noite
53,Sim,1.6,Sem Mudança,YouTube,Tarde
53,Sim,1.68,Melhorou,TikTok,Manhã
44,Sim,6.59,Piorou,YouTube,Noite
18,Sim,4.86,Sem Mudança,YouTube,Noite
24,Sim,4.02,Sem Mudança,Instagram,Noite
40,Sim,1.23,Sem Mudança,YouTube,Noite
13,Não,13.02,Piorou,TikTok,Tarde
54,Sim,2.63,Piorou,TikTok,Tarde
18,Sim,7.88,Melhorou,TikTok,Noite
59,Sim,3.53,Sem Mudança,Instagram,Manhã
17,Não,11.66,Piorou,Twitter,Manhã
16,Sim,8.61,Sem Mudança,YouTube,Noite
16,Não,13.19,Piorou,Facebook,Noite
35,Sim,6.43,Melhorou,Twitter,Noite
53,Não,4.43,Piorou,Instagram,Noite
11,Não,12.94,Sem Mudança,TikTok,Noite
28,Sim,6.91,Sem Mudança,TikTok,Noite
44,Sim,7.95,Sem Mudança,Instagram,Manhã
49,Sim,7.56,Sem Mudança,TikTok,Noite
25,Sim,2.06,Sem Mudança,Instagram,Noite
13,Não,14.46,Melhorou,TikTok,Noite
53,Sim,4.28,Piorou,Twitter,Tarde
17,Sim,5.43,Melhorou,TikTok,Noite
13,Não,13.4,Sem Mudança,TikTok,Noite
26,Sim,5.71,Sem Mudança,Twitter,Noite
14,Não,12.95,Piorou,Facebook,Noite
28,Sim,3.52,Sem Mudança,Twitter,Noite
31,Sim,9.24,Melhorou,Instagram,Noite
24,Sim,8.09,Piorou,YouTube,Noite
40,Sim,4.01,Melhorou,Twitter,Noite
43,Sim,3.4,Melhorou,TikTok,Tarde
17,Sim,1.01,Piorou,Twitter,Noite
58,Sim,7.69,Piorou,Twitter,Manhã
56,Não,12.82,Melhorou,Facebook,Manhã
24,Sim,2.77,Sem Mudança,Instagram,Noite
46,Sim,1.21,Piorou,Facebook,Noite
31,Sim,2.9,Melhorou,Twitter,Noite
16,Sim,7.57,Sem Mudança,TikTok,Noite
37,Sim,9.47,Sem Mudança,Twitter,Noite
59,Não,4.24,Sem Mudança,Twitter,Noite
50,Não,8.1,Sem Mudança,Facebook,Tarde
30,Sim,2.52,Sem Mudança,YouTube,Noite
18,Não,12.7,Melhorou,YouTube,Manhã
31,Sim,9.37,Sem Mudança,TikTok,Noite
22,Sim,8.11,Piorou,Facebook,Noite
11,Não,12.92,Piorou,TikTok,Manhã
37,Sim,1.67,Piorou,Instagram,Noite
45,Não,9.11,Sem Mudança,TikTok,Noite
33,Sim,3.22,Sem Mudança,Instagram,Noite
29,Sim,6.91,Melhorou,Facebook,Noite
45,Não,6.32,Piorou,Facebook,Manhã
21,Não,8.2,Sem Mudança,TikTok,Noite
32,Sim,9.54,Piorou,Twitter,Noite
22,Não,11.93,Sem Mudança,Instagram,Noite
11,Não,12.88,Melhorou,Instagram,Noite
35,Sim,3.15,Sem Mudança,Facebook,Noite
27,Sim,3.71,Piorou,Instagram,Noite
46,Não,6.02,Melhorou,TikTok,Tarde
41,Sim,4.87,Melhorou,Instagram,Noite
19,Não,10.05,Piorou,YouTube,Tarde
15,Não,14.43,Sem Mudança,Facebook,Noite
48,Sim,5.11,Melhorou,Facebook,Manhã
20,Sim,1.28,Piorou,Twitter,Noite
40,Sim,6.42,Melhorou,YouTube,Noite
42,Não,7.48,Sem Mudança,TikTok,Noite
59,Não,12.95,Melhorou,Instagram,Manhã
23,Sim,6.44,Sem Mudança,Facebook,Noite
14,Não,8.37,Melhorou,Facebook,Manhã
12,Não,8.82,Sem Mudança,YouTube,Manhã
16,Sim,8.12,Sem Mudança,TikTok,Noite
37,Sim,9.37,Piorou,TikTok,Noite
19,Não,12.23,Sem Mudança,Facebook,Tarde
14,Não,12.99,Melhorou,Twitter,Noite
47,Sim,2.66,Melhorou,Instagram,Tarde
36,Sim,5.99,Sem Mudança,TikTok,Noite
38,Sim,3.59,Melhorou,YouTube,Noite
32,Sim,7.83,Melhorou,Instagram,Noite
59,Não,12.67,Melhorou,Instagram,Noite
46,Sim,1.86,Sem Mudança,Facebook,Tarde
41,Sim,3.73,Melhorou,Facebook,Noite
31,Sim,5.63,Melhorou,Twitter,Noite
57,Sim,7.15,Melhorou,YouTube,Noite
42,Sim,5.77,Melhorou,Twitter,Manhã
17,Não,13.57,Melhorou,TikTok,Tarde
36,Sim,9.67,Sem Mudança,Facebook,Noite
34,Sim,3.78,Melhorou,Twitter,Noite
18,Não,13.56,Piorou,Twitter,Tarde
18,Sim,7.36,Sem Mudança,Twitter,Noite
57,Sim,3.91,Piorou,Twitter,Noite
25,Sim,4.56,Piorou,Twitter,Noite
10,Não,10.96,Melhorou,Twitter,Manhã
11,Não,9.7,Melhorou,Twitter,Noite
16,Não,12.34,Melhorou,Instagram,Tarde
58,Não,9.66,Melhorou,Twitter,Tarde
15,Não,9.43,Piorou,Twitter,Manhã
12,Não,12.03,Melhorou,Instagram,Tarde
22,Não,8.42,Melhorou,Instagram,Tarde
53,Sim,2.49,Sem Mudança,Instagram,Tarde
44,Sim,5.03,Piorou,Instagram,Manhã
52,Não,14.61,Melhorou,YouTube,Noite
49,Não,10.87,Sem Mudança,Twitter,Tarde
29,Sim,1.82,Melhorou,Twitter,Noite
21,Sim,9.9,Melhorou,Facebook,Noite
47,Não,5.88,Sem Mudança,Twitter,Noite
43,Sim,6.04,Sem Mudança,TikTok,Tarde
55,Sim,2.36,Melhorou,TikTok,Tarde
59,Sim,7.92,Melhorou,Twitter,Tarde
16,Sim,8.03,Sem Mudança,Instagram,Noite
31,Sim,4.27,Melhorou,Twitter,Noite
41,Sim,5.13,Sem Mudança,TikTok,Manhã
44,Não,9.02,Piorou,YouTube,Manhã
46,Sim,4.86,Melhorou,TikTok,Tarde
32,Sim,2.64,Piorou,Twitter,Noite
33,Sim,7.35,Melhorou,Facebook,Noite
57,Sim,2.75,Melhorou,Facebook,Manhã
39,Sim,4.48,Melhorou,TikTok,Noite
35,Sim,2.28,Sem Mudança,Twitter,Noite
46,Não,6.32,Sem Mudança,YouTube,Tarde
25,Sim,8.56,Piorou,Instagram,Noite
50,Sim,5.15,Melhorou,YouTube,Noite
32,Sim,8.0,Piorou,YouTube,Noite
47,Não,5.76,Sem Mudança,Twitter,Manhã
35,Sim,4.5,Sem Mudança,Twitter,Noite
51,Sim,7.57,Sem Mudança,YouTube,Noite
29,Sim,4.87,Melhorou,Twitter,Noite
23,Sim,9.4,Melhorou,YouTube,Noite
10,Não,13.76,Piorou,Instagram,Tarde
16,Sim,9.4,Sem Mudança,TikTok,Noite
11,Não,8.74,Piorou,Twitter,Manhã
13,Não,13.66,Piorou,Twitter,Manhã
57,Sim,7.69,Melhorou,TikTok,Noite
44,Sim,1.28,Piorou,TikTok,Noite
19,Não,9.76,Melhorou,Twitter,Noite
57,Não,4.7,Melhorou,YouTube,Noite
17,Não,11.7,Sem Mudança,Facebook,Tarde
21,Não,10.3,Piorou,Facebook,Noite
21,Não,12.52,Melhorou,Twitter,Manhã
32,Sim,4.77,Sem Mudança,YouTube,Noite
36,Sim,3.03,Piorou,TikTok,Noite
30,Sim,7.64,Sem Mudança,Facebook,Noite
26,Sim,1.08,Piorou,YouTube,Noite
24,Sim,3.94,Sem Mudança,YouTube,Noite
28,Sim,1.77,Sem Mudança,Facebook,Noite
39,Sim,7.44,Piorou,YouTube,Noite
36,Sim,7.93,Melhorou,Instagram,Noite
43,Não,9.24,Melhorou,Instagram,Tarde
48,Não,9.65,Sem Mudança,Twitter,Tarde
23,Sim,3.7,Melhorou,TikTok,Noite
49,Sim,7.57,Melhorou,YouTube,Manhã
12,Não,8.77,Sem Mudança,YouTube,Manhã
35,Sim,1.03,Melhorou,TikTok,Noite
18,Sim,7.21,Sem Mudança,Facebook,Noite
28,Sim,3.88,Sem Mudança,YouTube,Noite
30,Sim,4.83,Piorou,YouTube,Noite
57,Não,12.64,Melhorou,Instagram,Noite
20,Sim,8.12,Melhorou,Facebook,Noite
10,Não,12.66,Melhorou,Facebook,Manhã
20,Sim,9.67,Piorou,Twitter,Noite
47,Não,8.71,Sem Mudança,Instagram,Noite
52,Sim,5.37,Sem Mudança,Instagram,Tarde
55,Sim,6.83,Melhorou,Instagram,Manhã
21,Não,13.44,Sem Mudança,Facebook,Tarde
35,Sim,4.68,Piorou,Instagram,Noite
25,Sim,7.47,Sem Mudança,YouTube,Noite
18,Sim,4.61,Sem Mudança,Facebook,Noite
36,Sim,8.72,Melhorou,YouTube,Noite
46,Sim,5.77,Melhorou,Twitter,Tarde
29,Sim,8.78,Melhorou,TikTok,Noite
35,Sim,1.5,Piorou,TikTok,Noite
23,Sim,5.4,Sem Mudança,Facebook,Noite
13,Não,11.3,Piorou,TikTok,Noite
36,Sim,5.29,Piorou,YouTube,Noite
16,Não,8.97,Sem Mudança,TikTok,Manhã
22,Não,13.11,Piorou,Twitter,Tarde
29,Sim,6.46,Sem Mudança,TikTok,Noite
50,Não,7.82,Piorou,TikTok,Noite
16,Não,10.56,Melhorou,YouTube,Tarde
30,Sim,9.86,Sem Mudança,TikTok,Noite
11,Não,11.86,Melhorou,YouTube,Noite
13,Não,11.25,Piorou,Instagram,Tarde
11,Não,12.98,Melhorou,Twitter,Manhã
56,Não,9.68,Melhorou,TikTok,Noite
48,Não,9.37,Melhorou,Twitter,Manhã
43,Não,7.2,Melhorou,Twitter,Noite
23,Sim,3.61,Piorou,Facebook,Noite
22,Sim,2.78,Piorou,Instagram,Noite
15,Não,9.54,Melhorou,Twitter,Noite
57,Não,7.2,Melhorou,Facebook,Noite
17,Não,9.79,Melhorou,Instagram,Manhã
42,Não,14.65,Sem Mudança,Facebook,Manhã
12,Não,10.12,Piorou,Twitter,Tarde
22,Não,13.61,Piorou,YouTube,Tarde
35,Sim,1.32,Melhorou,TikTok,Noite
23,Sim,8.11,Sem Mudança,YouTube,Noite
38,Sim,9.87,Melhorou,YouTube,Noite
54,Não,9.88,Melhorou,TikTok,Tarde
50,Não,10.77,Melhorou,Instagram,Tarde
38,Sim,7.12,Sem Mudança,TikTok,Noite
36,Sim,9.54,Melhorou,YouTube,Noite
38,Sim,9.48,Sem Mudança,Twitter,Noite
32,Sim,5.88,Sem Mudança,Facebook,Noite
27,Sim,9.93,Piorou,TikTok,Noite
57,Sim,2.81,Piorou,Facebook,Noite
15,Não,8.06,Melhorou,Facebook,Manhã
33,Sim,9.62,Melhorou,TikTok,Noite
15,Não,9.14,Melhorou,TikTok,Noite
48,Não,11.39,Piorou,Twitter,Noite
28,Sim,8.67,Melhorou,Twitter,Noite
50,Sim,5.82,Melhorou,YouTube,Noite
41,Sim,6.38,Piorou,TikTok,Tarde
59,Sim,7.87,Melhorou,Twitter,Noite
36,Sim,2.5,Melhorou,TikTok,Noite
28,Sim,6.32,Piorou,Twitter,Noite
48,Não,6.1,Sem Mudança,Instagram,Noite
58,Não,11.13,Sem Mudança,YouTube,Tarde
18,Sim,4.54,Melhorou,TikTok,Noite
31,Sim,8.48,Melhorou,YouTube,Noite
17,Sim,2.58,Sem Mudança,Instagram,Noite
36,Sim,3.43,Piorou,Instagram,Noite
22,Sim,3.45,Melhorou,Facebook,Noite
11,Não,13.74,Sem Mudança,YouTube,Manhã
52,Não,9.6,Melhorou,Instagram,Manhã
13,Não,9.66,Piorou,YouTube,Manhã
40,Sim,8.28,Piorou,YouTube,Noite
12,Não,11.11,Sem Mudança,TikTok,Noite
13,Não,8.63,Melhorou,Instagram,Tarde
20,Não,9.1,Sem Mudança,YouTube,Manhã
33,Sim,7.55,Piorou,Twitter,Noite
30,Sim,1.44,Sem Mudança,YouTube,Noite
20,Não,8.88,Melhorou,YouTube,Noite
19,Sim,5.83,Melhorou,YouTube,Noite
14,Não,11.62,Melhorou,Instagram,Manhã
55,Sim,4.95,Piorou,TikTok,Manhã
32,Sim,6.39,Melhorou,Instagram,Noite
12,Não,11.55,Melhorou,Facebook,Tarde
23,Sim,4.86,Piorou,Instagram,Noite
57,Não,4.08,Piorou,Twitter,Manhã
18,Não,13.11,Melhorou,YouTube,Manhã
25,Sim,7.16,Piorou,Facebook,Noite
11,Não,11.92,Melhorou,Facebook,Noite
43,Sim,4.04,Piorou,Instagram,Manhã
12,Não,11.99,Piorou,Instagram,Noite
15,Não,10.31,Sem Mudança,YouTube,Tarde
20,Sim,7.22,Melhorou,YouTube,Noite
12,Não,10.29,Piorou,Instagram,Tarde
38,Sim,7.74,Piorou,TikTok,Noite
42,Sim,7.61,Sem Mudança,Facebook,Manhã
40,Sim,9.16,Melhorou,YouTube,Noite
54,Sim,1.8,Sem Mudança,Instagram,Tarde
20,Sim,8.52,Melhorou,YouTube,Noite
53,Sim,6.52,Melhorou,TikTok,Manhã
57,Sim,3.15,Melhorou,Twitter,Tarde
57,Não,6.05,Piorou,Twitter,Noite
15,Não,14.25,Melhorou,YouTube,Noite
53,Sim,2.41,Melhorou,Facebook,Manhã
12,Não,8.76,Sem Mudança,Facebook,Manhã
23,Sim,4.14,Piorou,YouTube,Noite
53,Não,10.22,Piorou,Twitter,Manhã
59,Não,4.99,Melhorou,Twitter,Tarde
14,Não,11.53,Melhorou,YouTube,Tarde
31,Sim,1.96,Sem Mudança,TikTok,Noite
26,Sim,6.63,Piorou,TikTok,Noite
53,Não,11.07,Sem Mudança,YouTube,Manhã
22,Sim,5.5,Melhorou,YouTube,Noite
48,Não,10.27,Sem Mudança,TikTok,Manhã
19,Não,8.2,Piorou,Facebook,Noite
24,Sim,1.14,Melhorou,YouTube,Noite
16,Sim,1.65,Melhorou,Twitter,Noite
41,Sim,6.04,Melhorou,Instagram,Noite
58,Sim,1.62,Piorou,Twitter,Tarde
25,Sim,3.19,Piorou,Twitter,Noite
40,Sim,1.5,Melhorou,Twitter,Noite
35,Sim,2.46,Sem Mudança,Facebook,Noite
59,Sim,1.13,Sem Mudança,TikTok,Tarde
57,Sim,2.12,Sem Mudança,YouTube,Manhã
45,Sim,7.73,Sem Mudança,TikTok,Noite
40,Sim,6.68,Sem Mudança,Instagram,Noite
49,Não,14.12,Piorou,YouTube,Noite
23,Sim,7.27,Sem Mudança,YouTube,Noite
15,Não,13.09,Melhorou,Twitter,Manhã
50,Sim,2.4,Melhorou,Twitter,Tarde
23,Sim,9.5,Sem Mudança,Twitter,Noite
40,Sim,7.93,Sem Mudança,Instagram,Noite
50,Sim,6.82,Sem Mudança,Instagram,Manhã
40,Sim,2.48,Melhorou,Facebook,Noite
11,Não,8.98,Sem Mudança,YouTube,Tarde
52,Sim,4.22,Sem Mudança,Facebook,Noite
32,Sim,9.16,Piorou,Twitter,Noite
37,Sim,6.18,Piorou,TikTok,Noite
51,Sim,5.2,Sem Mudança,Twitter,Noite
43,Não,12.91,Sem Mudança,Facebook,Noite
27,Sim,7.56,Melhorou,TikTok,Noite
51,Sim,3.2,Melhorou,TikTok,Tarde
15,Não,14.63,Piorou,Facebook,Manhã
51,Sim,6.26,Melhorou,YouTube,Noite
44,Não,13.7,Piorou,Facebook,Tarde
34,Sim,2.74,Melhorou,Twitter,Noite
50,Sim,1.38,Sem Mudança,Instagram,Noite
37,Sim,7.26,Piorou,Instagram,Noite
51,Não,7.73,Melhorou,Twitter,Manhã
45,Sim,3.16,Piorou,TikTok,Manhã
35,Sim,9.43,Sem Mudança,Instagram,Noite
11,Não,9.65,Piorou,YouTube,Tarde
18,Sim,4.24,Melhorou,Facebook,Noite
17,Sim,6.71,Melhorou,TikTok,Noite
13,Não,9.04,Melhorou,TikTok,Tarde
34,Sim,4.75,Melhorou,TikTok,Noite
36,Sim,1.64,Piorou,Instagram,Noite
12,Não,9.54,Piorou,Instagram,Manhã
55,Não,7.06,Sem Mudança,YouTube,Tarde
13,Não,14.6,Sem Mudança,TikTok,Tarde
19,Sim,8.27,Piorou,Instagram,Noite
35,Sim,1.61,Piorou,Twitter,Noite
20,Sim,9.07,Piorou,Facebook,Noite
35,Sim,2.11,Sem Mudança,Instagram,Noite
21,Sim,5.1,Sem Mudança,YouTube,Noite
27,Sim,3.17,Melhorou,Twitter,Noite
24,Sim,2.8,Piorou,Facebook,Noite
41,Sim,3.23,Piorou,Instagram,Tarde
57,Não,4.64,Sem Mudança,Instagram,Noite
26,Sim,6.08,Sem Mudança,YouTube,Noite
36,Sim,1.56,Melhorou,YouTube,Noite
33,Sim,2.36,Melhorou,YouTube,Noite
54,Sim,5.49,Melhorou,TikTok,Manhã
36,Sim,4.76,Piorou,Twitter,Noite
21,Não,13.03,Sem Mudança,Instagram,Manhã
45,Sim,6.62,Melhorou,YouTube,Manhã
52,Sim,6.29,Piorou,Instagram,Tarde
39,Sim,5.18,Sem Mudança,YouTube,Noite
19,Não,9.56,Piorou,Instagram,Tarde
32,Sim,7.95,Melhorou,Instagram,Noite
27,Sim,4.95,Melhorou,Twitter,Noite
18,Sim,6.79,Piorou,Twitter,Noite
18,Não,11.4,Piorou,YouTube,Tarde
51,Sim,7.9,Piorou,Instagram,Manhã
45,Não,7.31,Sem Mudança,TikTok,Noite
53,Não,5.46,Sem Mudança,YouTube,Manhã
20,Não,9.84,Melhorou,YouTube,Tarde
39,Sim,5.54,Sem Mudança,YouTube,Noite
41,Não,8.87,Melhorou,YouTube,Tarde
38,Sim,1.06,Piorou,Instagram,Noite
46,Sim,6.54,Sem Mudança,Twitter,Noite
42,Não,14.02,Melhorou,Twitter,Tarde
11,Não,12.0,Melhorou,Facebook,Tarde
53,Não,6.23,Piorou,TikTok,Tarde
55,Não,8.56,Melhorou,Facebook,Tarde
33,Sim,6.74,Piorou,Facebook,Noite
20,Não,12.61,Melhorou,Facebook,Manhã
32,Sim,3.62,Sem Mudança,Twitter,Noite
46,Sim,3.97,Piorou,Twitter,Manhã
16,Não,9.96,Melhorou,Facebook,Tarde
33,Sim,9.92,Melhorou,Instagram,Noite
32,Sim,9.65,Piorou,TikTok,Noite
17,Não,9.28,Melhorou,Instagram,Manhã
11,Não,12.57,Sem Mudança,YouTube,Noite
38,Sim,7.74,Melhorou,Instagram,Noite
57,Não,10.67,Piorou,Twitter,Tarde
35,Sim,4.81,Sem Mudança,Instagram,Noite
24,Sim,9.11,Piorou,Instagram,Noite
22,Sim,1.02,Piorou,YouTube,Noite
57,Sim,6.92,Melhorou,Twitter,Tarde
49,Sim,2.92,Sem Mudança,TikTok,Tarde
13,Não,8.24,Sem Mudança,TikTok,Manhã
57,Não,10.03,Piorou,Facebook,Tarde
47,Não,13.7,Piorou,Facebook,Noite
35,Sim,8.32,Melhorou,Instagram,Noite
34,Sim,6.21,Melhorou,Facebook,Noite
28,Sim,6.69,Piorou,TikTok,Noite
42,Sim,6.31,Melhorou,Twitter,Manhã
46,Não,5.41,Piorou,Facebook,Manhã
50,Não,5.81,Melhorou,Instagram,Manhã
38,Sim,2.43,Piorou,Instagram,Noite
30,Sim,5.73,Piorou,Instagram,Noite
47,Não,6.27,Piorou,YouTube,Tarde
12,Não,11.77,Melhorou,Instagram,Tarde
23,Sim,7.08,Piorou,Instagram,Noite
52,Não,12.01,Piorou,Instagram,Tarde
30,Sim,9.25,Piorou,YouTube,Noite
16,Não,8.33,Piorou,Facebook,Tarde
12,Não,11.29,Piorou,Facebook,Tarde
22,Não,9.72,Melhorou,TikTok,Tarde
21,Não,13.14,Piorou,YouTube,Noite
55,Não,6.81,Melhorou,Instagram,Tarde
19,Sim,9.31,Sem Mudança,Facebook,Noite
17,Sim,9.22,Sem Mudança,Facebook,Noite
29,Sim,3.0,Piorou,YouTube,Noite
54,Não,11.84,Sem Mudança,Twitter,Noite
45,Não,9.59,Melhorou,YouTube,Noite
19,Sim,5.45,Melhorou,TikTok,Noite
57,Não,11.76,Melhorou,Instagram,Manhã
35,Sim,7.1,Melhorou,TikTok,Noite
24,Sim,5.18,Sem Mudança,Facebook,Noite
26,Sim,7.97,Sem Mudança,YouTube,Noite
33,Sim,3.05,Sem Mudança,YouTube,Noite
51,Sim,5.69,Sem Mudança,Facebook,Manhã
17,Não,9.84,Sem Mudança,Instagram,Noite
18,Não,9.72,Melhorou,Twitter,Noite
40,Sim,8.2,Melhorou,Facebook,Noite
22,Não,13.05,Piorou,Twitter,Noite
59,Sim,2.02,Piorou,Twitter,Tarde
32,Sim,2.1,Piorou,Twitter,Noite
31,Sim,7.78,Sem Mudança,TikTok,Noite
52,Não,10.28,Sem Mudança,Facebook,Manhã
31,Sim,2.11,Sem Mudança,Instagram,Noite
34,Sim,6.32,Sem Mudança,Instagram,Noite
16,Sim,8.03,Sem Mudança,TikTok,Noite
27,Sim,9.17,Melhorou,Twitter,Noite
31,Sim,8.54,Sem Mudança,TikTok,Noite
29,Sim,8.85,Melhorou,TikTok,Noite
27,Sim,1.63,Melhorou,TikTok,Noite
41,Não,4.3,Piorou,Facebook,Tarde
52,Sim,2.1,Piorou,Facebook,Manhã
21,Não,9.48,Piorou,Facebook,Tarde
10,Não,8.47,Piorou,YouTube,Tarde
17,Não,12.18,Piorou,YouTube,Tarde
24,Sim,1.53,Sem Mudança,TikTok,Noite
50,Sim,2.49,Melhorou,TikTok,Manhã
56,Sim,7.58,Piorou,Facebook,Manhã
11,Não,14.55,Melhorou,YouTube,Tarde
23,Sim,6.09,Sem Mudança,TikTok,Noite
58,Sim,7.76,Melhorou,TikTok,Noite
28,Sim,8.78,Melhorou,YouTube,Noite
27,Sim,5.74,Piorou,Instagram,Noite
52,Não,9.56,Piorou,YouTube,Tarde
56,Sim,2.11,Piorou,TikTok,Noite
47,Sim,4.83,Melhorou,TikTok,Manhã
16,Não,10.55,Piorou,Facebook,Tarde
24,Sim,8.5,Piorou,Twitter,Noite
30,Sim,8.35,Melhorou,Instagram,Noite
17,Não,10.9,Piorou,Twitter,Manhã
53,Sim,2.16,Piorou,TikTok,Noite
23,Sim,2.85,Sem Mudança,Twitter,Noite
52,Sim,4.33,Sem Mudança,Twitter,Manhã
35,Sim,9.88,Piorou,Instagram,Noite
48,Sim,1.88,Sem Mudança,YouTube,Noite
53,Sim,3.02,Melhorou,Twitter,Noite
43,Sim,6.26,Sem Mudança,YouTube,Manhã
14,Não,11.98,Sem Mudança,YouTube,Noite
51,Não,7.69,Piorou,Instagram,Noite
54,Sim,7.95,Piorou,TikTok,Noite
47,Não,12.69,Piorou,Facebook,Noite
